fold,swap_type,donor_species_id,donor_group_id,count
1,cross_class,01,01::000017990001,5
1,cross_class,01,01::000018010001,7
1,cross_class,01,01::000019069598,4
1,cross_class,01,01::000019399597,3
1,cross_class,01,01::000021740001,3
1,cross_class,01,01::000021810001,2
1,cross_class,01,01::000021880001,1
1,cross_class,01,01::000021910001,2
1,cross_class,01,01::000021960001,2
1,cross_class,01,01::000021970001,3
1,cross_class,01,01::000022080001,13
1,cross_class,01,01::000022140001,6
1,cross_class,01,01::000023080001,2
1,cross_class,01,01::000023550001,3
1,cross_class,01,01::000023560001,1
1,cross_class,01,01::000023770001,1
1,cross_class,01,01::000024769597,13
1,cross_class,01,01::000025970001,6
1,cross_class,01,01::000026130001,6
1,cross_class,01,01::000026230001,3
1,cross_class,01,01::000026370001,7
1,cross_class,01,01::000026420001,5
1,cross_class,01,01::000026500001,6
1,cross_class,01,01::000026560001,4
1,cross_class,01,01::000026780001,9
1,cross_class,01,01::000026950001,3
1,cross_class,01,01::000027070001,12
1,cross_class,01,01::000027170001,2
1,cross_class,01,01::000027500001,23
1,cross_class,01,01::000027530001,1
1,cross_class,01,01::000028199596,1
1,cross_class,01,01::000030069597,1
1,cross_class,01,01::000030249598,3
1,cross_class,01,01::000031839596,2
1,cross_class,01,01::000033079597,2
1,cross_class,01,01::000033610001,2
1,cross_class,01,01::000033649598,7
1,cross_class,01,01::000034300001,2
1,cross_class,01,01::000034950001,2
1,cross_class,01,01::000035359598,10
1,cross_class,01,01::000035769598,14
1,cross_class,01,01::000036659598,13
1,cross_class,01,01::000039799598,2
1,cross_class,01,01::000041869596,2
1,cross_class,01,01::000042209596,2
1,cross_class,01,01::000043959598,13
1,cross_class,01,01::000052649598,7
1,cross_class,01,01::000056649596,2
1,cross_class,01,01::000057229596,2
1,cross_class,01,01::000060649598,22
1,cross_class,01,01::000067959598,10
1,cross_class,01,01::000076939598,5
1,cross_class,01,01::000077249598,3
1,cross_class,01,01::000078379598,1
1,cross_class,01,01::000079399598,4
1,cross_class,01,01::000084239598,3
1,cross_class,01,01::000084289598,7
1,cross_class,01,01::000099219598,11
1,cross_class,01,01::000100429598,2
1,cross_class,01,01::000100529598,1
1,cross_class,01,01::000102369598,35
1,cross_class,01,01::000103059598,6
1,cross_class,01,01::000104289598,1
1,cross_class,01,01::000104639598,3
1,cross_class,01,01::000104989598,18
1,cross_class,01,01::000109159598,30
1,cross_class,01,01::000109539598,5
1,cross_class,01,01::000110709598,2
1,cross_class,01,01::000111759598,3
1,cross_class,01,01::000113409598,2
1,cross_class,01,01::000113559598,15
1,cross_class,01,01::000119599598,1
1,cross_class,01,01::000125419598,11
1,cross_class,01,01::000126109598,3
1,cross_class,01,01::000127079598,31
1,cross_class,01,01::000137619598,1
1,cross_class,01,01::000138849598,1
1,cross_class,01,01::000144179598,13
1,cross_class,01,01::000147549598,4
1,cross_class,01,01::000155699598,1
1,cross_class,01,01::000156749598,3
1,cross_class,01,01::000159109598,1
1,cross_class,01,01::000159199598,10
1,cross_class,01,01::000168219598,21
1,cross_class,01,01::000170209598,5
1,cross_class,01,01::000172749598,10
1,cross_class,01,01::000176579598,4
1,cross_class,01,01::000717000101,3
1,cross_class,01,01::001371000101,4
1,cross_class,01,01::002382000101,3
1,cross_class,01,01::002603000101,1
1,cross_class,01,01::003379675208,3
1,cross_class,01,01::003379685208,4
1,cross_class,01,01::003379835208,1
1,cross_class,01,01::003381525211,1
1,cross_class,01,01::003384235218,1
1,cross_class,01,01::003387715222,1
1,cross_class,01,01::003387725222,1
1,cross_class,01,01::003387815222,2
1,cross_class,01,01::003387825222,1
1,cross_class,01,01::003391425225,1
1,cross_class,01,01::003391715225,2
1,cross_class,01,01::003397305231,2
1,cross_class,01,01::003397465231,1
1,cross_class,01,01::003397475231,2
1,cross_class,01,01::003397605231,2
1,cross_class,01,01::003397655231,1
1,cross_class,01,01::003397705231,1
1,cross_class,01,01::003398345233,1
1,cross_class,01,01::003398395232,2
1,cross_class,01,01::003398665233,2
1,cross_class,01,01::003398895232,2
1,cross_class,01,01::003398965233,1
1,cross_class,01,01::003405825240,2
1,cross_class,01,01::003406015240,1
1,cross_class,01,01::003406315240,1
1,cross_class,01,01::003406365240,5
1,cross_class,01,01::003408825244,1
1,cross_class,01,01::003411735250,2
1,cross_class,01,01::003416895270,3
1,cross_class,01,01::003419275275,1
1,cross_class,01,01::003419335275,3
1,cross_class,01,01::003419615275,1
1,cross_class,01,01::003419715275,1
1,cross_class,01,01::003421065277,1
1,cross_class,01,01::003421265277,1
1,cross_class,01,01::003421605277,1
1,cross_class,01,01::003422035277,1
1,cross_class,01,01::003425425286,1
1,cross_class,01,01::003425515286,1
1,cross_class,01,01::003425575286,1
1,cross_class,01,01::003425615286,1
1,cross_class,01,01::003425765286,3
1,cross_class,01,01::003425845286,3
1,cross_class,01,01::003426125286,1
1,cross_class,01,01::003426215286,3
1,cross_class,01,01::003426385286,2
1,cross_class,01,01::003426495286,3
1,cross_class,01,01::003426535286,2
1,cross_class,01,01::003426585286,4
1,cross_class,01,01::003429965290,1
1,cross_class,01,01::003430115290,2
1,cross_class,01,01::003430265290,5
1,cross_class,01,01::003430475290,4
1,cross_class,01,01::003433065293,1
1,cross_class,01,01::003433525293,2
1,cross_class,01,01::003433555293,2
1,cross_class,01,01::003433605293,4
1,cross_class,01,01::003433655293,3
1,cross_class,01,01::003433675293,3
1,cross_class,01,01::003433705293,2
1,cross_class,01,01::003433745293,2
1,cross_class,01,01::003433885293,1
1,cross_class,01,01::003433935293,1
1,cross_class,01,01::003434025293,5
1,cross_class,01,01::003434335293,2
1,cross_class,01,01::003434495293,1
1,cross_class,01,01::003442255300,1
1,cross_class,01,01::003442385300,2
1,cross_class,01,01::003445685304,1
1,cross_class,01,01::003446215305,5
1,cross_class,01,01::003446555306,2
1,cross_class,01,01::003446565306,1
1,cross_class,01,01::003446585305,3
1,cross_class,01,01::003446715305,7
1,cross_class,01,01::003446985306,3
1,cross_class,01,01::003447085306,1
1,cross_class,01,01::003447115306,1
1,cross_class,01,01::003447475306,2
1,cross_class,01,01::003447715306,1
1,cross_class,01,01::003452915308,1
1,cross_class,01,01::003452935308,1
1,cross_class,01,01::003453405308,1
1,cross_class,01,01::003453735309,1
1,cross_class,01,01::003453895309,2
1,cross_class,01,01::003455745311,2
1,cross_class,01,01::003456125311,1
1,cross_class,01,01::003456225311,1
1,cross_class,01,01::003459125316,3
1,cross_class,01,01::003467415331,3
1,cross_class,01,01::003469375335,1
1,cross_class,01,01::003473565342,1
1,cross_class,01,01::003473595342,12
1,cross_class,01,01::003473605342,2
1,cross_class,01,01::003473835342,1
1,cross_class,01,01::003474135342,1
1,cross_class,01,01::003474535342,4
1,cross_class,01,01::003474555342,2
1,cross_class,01,01::003480335354,1
1,cross_class,01,01::003480575354,1
1,cross_class,01,01::003480795354,1
1,cross_class,01,01::003486235364,1
1,cross_class,01,01::003486395364,1
1,cross_class,01,01::003486905364,2
1,cross_class,01,01::003489625366,2
1,cross_class,01,01::003489695366,2
1,cross_class,01,01::003489715366,1
1,cross_class,01,01::003489775366,2
1,cross_class,01,01::003489795366,1
1,cross_class,01,01::003489845366,3
1,cross_class,01,01::003489895366,2
1,cross_class,01,01::003490025366,9
1,cross_class,01,01::003490415366,3
1,cross_class,01,01::003490435366,3
1,cross_class,01,01::003490545366,4
1,cross_class,01,01::003490695366,2
1,cross_class,01,01::003490735366,1
1,cross_class,01,01::003490745366,1
1,cross_class,01,01::003490845366,2
1,cross_class,01,01::003493535369,3
1,cross_class,01,01::003493555369,4
1,cross_class,01,01::003493585369,1
1,cross_class,01,01::003493735369,1
1,cross_class,01,01::003493985369,2
1,cross_class,01,01::003494875372,1
1,cross_class,01,01::003495095372,10
1,cross_class,01,01::003495825372,5
1,cross_class,01,01::003496015372,1
1,cross_class,01,01::003497025374,3
1,cross_class,01,01::003497135374,1
1,cross_class,01,01::003497385374,3
1,cross_class,01,01::003497465374,1
1,cross_class,01,01::003497775374,11
1,cross_class,01,01::003497845374,1
1,cross_class,01,01::003497875374,4
1,cross_class,01,01::003497885374,1
1,cross_class,01,01::003497975374,5
1,cross_class,01,01::003500805378,4
1,cross_class,01,01::003500895378,2
1,cross_class,01,01::003501035378,1
1,cross_class,01,01::003501185378,1
1,cross_class,01,01::003501335378,1
1,cross_class,01,01::003501425378,4
1,cross_class,01,01::003501455378,2
1,cross_class,01,01::003501535378,5
1,cross_class,01,01::003501745379,5
1,cross_class,01,01::003501805379,2
1,cross_class,01,01::003506000101,4
1,cross_class,01,01::003506505386,2
1,cross_class,01,01::003506685386,2
1,cross_class,01,01::003506715386,7
1,cross_class,01,01::003506845386,1
1,cross_class,01,01::003508765390,1
1,cross_class,01,01::003512355409,1
1,cross_class,01,01::003515535414,1
1,cross_class,01,01::003517165415,1
1,cross_class,01,01::003517195415,1
1,cross_class,01,01::003517295415,1
1,cross_class,01,01::003523205417,2
1,cross_class,01,01::003523715417,1
1,cross_class,01,01::003524005417,1
1,cross_class,01,01::003524695417,9
1,cross_class,01,01::003525555417,1
1,cross_class,01,01::003525895417,8
1,cross_class,01,01::003527075419,2
1,cross_class,01,01::003535205429,4
1,cross_class,01,01::003535215429,1
1,cross_class,01,01::003535385429,2
1,cross_class,01,01::003535415429,1
1,cross_class,01,01::003535425429,3
1,cross_class,01,01::003535675429,1
1,cross_class,01,01::003535725429,5
1,cross_class,01,01::003540155442,1
1,cross_class,01,01::003540545442,7
1,cross_class,01,01::003541385448,1
1,cross_class,01,01::003549825470,1
1,cross_class,01,01::003549845470,1
1,cross_class,01,01::003549885470,1
1,cross_class,01,01::003549935470,1
1,cross_class,01,01::003550205470,2
1,cross_class,01,01::003550245470,1
1,cross_class,01,01::003550265470,3
1,cross_class,01,01::003550455470,2
1,cross_class,01,01::003552555472,5
1,cross_class,01,01::003552605472,1
1,cross_class,01,01::003554115478,1
1,cross_class,01,01::003554315478,1
1,cross_class,01,01::003554915481,2
1,cross_class,01,01::003556405482,1
1,cross_class,01,01::003556485482,2
1,cross_class,01,01::003556505482,2
1,cross_class,01,01::003556565482,1
1,cross_class,01,01::003557285482,2
1,cross_class,01,01::003558715487,2
1,cross_class,01,01::003559005487,4
1,cross_class,01,01::003563415500,1
1,cross_class,01,01::003568685517,1
1,cross_class,01,01::003571585521,2
1,cross_class,01,01::003576935534,1
1,cross_class,01,01::003576975534,1
1,cross_class,01,01::003586365569,4
1,cross_class,01,01::003586385569,2
1,cross_class,01,01::003586985569,1
1,cross_class,01,01::003589295582,1
1,cross_class,01,01::003590545585,2
1,cross_class,01,01::003590615585,1
1,cross_class,01,01::003591165585,3
1,cross_class,01,01::003591295585,5
1,cross_class,01,01::003591345585,2
1,cross_class,01,01::003609825618,1
1,cross_class,01,01::003609925618,2
1,cross_class,01,01::003615025628,1
1,cross_class,01,01::003615035628,2
1,cross_class,01,01::003616625630,1
1,cross_class,01,01::003620765640,1
1,cross_class,01,01::003620785640,2
1,cross_class,01,01::003629525658,5
1,cross_class,01,01::003633295671,5
1,cross_class,01,01::003633635671,2
1,cross_class,01,01::003641975707,1
1,cross_class,01,01::003642055707,1
1,cross_class,01,01::003645335716,1
1,cross_class,01,01::003645395716,1
1,cross_class,01,01::003645435716,1
1,cross_class,01,01::003645645716,1
1,cross_class,01,01::003645665716,1
1,cross_class,01,01::003645705716,2
1,cross_class,01,01::003645755716,3
1,cross_class,01,01::003646015716,2
1,cross_class,01,01::003646405718,1
1,cross_class,01,01::003651565728,2
1,cross_class,01,01::003651865728,2
1,cross_class,01,01::003651995728,1
1,cross_class,01,01::003657255751,1
1,cross_class,01,01::003657955752,9
1,cross_class,01,01::003658075752,4
1,cross_class,01,01::003658135752,2
1,cross_class,01,01::003658185752,1
1,cross_class,01,01::003658215752,1
1,cross_class,01,01::003658315752,1
1,cross_class,01,01::003658395752,1
1,cross_class,01,01::003658445752,9
1,cross_class,01,01::003658495752,1
1,cross_class,01,01::003658515752,2
1,cross_class,01,01::003658715752,7
1,cross_class,01,01::003658895754,1
1,cross_class,01,01::003658945754,3
1,cross_class,01,01::003665105765,1
1,cross_class,01,01::003665405765,1
1,cross_class,01,01::003678335781,2
1,cross_class,01,01::003683155784,1
1,cross_class,01,01::003683445784,1
1,cross_class,01,01::003689785794,1
1,cross_class,01,01::003689815794,3
1,cross_class,01,01::003689895794,1
1,cross_class,01,01::003690155794,3
1,cross_class,01,01::003690385794,2
1,cross_class,01,01::003690405794,3
1,cross_class,01,01::003692095800,1
1,cross_class,01,01::003693955805,4
1,cross_class,01,01::003694405805,4
1,cross_class,01,01::003694415805,1
1,cross_class,01,01::003695735806,1
1,cross_class,01,01::003698345825,2
1,cross_class,01,01::003698535825,1
1,cross_class,01,01::003698795825,1
1,cross_class,01,01::003700895834,1
1,cross_class,01,01::003701015833,1
1,cross_class,01,01::003701425834,1
1,cross_class,01,01::003701445833,3
1,cross_class,01,01::003701565833,1
1,cross_class,01,01::003701615833,2
1,cross_class,01,01::003707215844,1
1,cross_class,01,01::003710245846,5
1,cross_class,01,01::003713445850,5
1,cross_class,01,01::003713515850,1
1,cross_class,01,01::003713665850,2
1,cross_class,01,01::003715135857,2
1,cross_class,01,01::003715405857,1
1,cross_class,01,01::003715465857,1
1,cross_class,01,01::003717305859,1
1,cross_class,01,01::003717395859,2
1,cross_class,01,01::003717545859,1
1,cross_class,01,01::003717695859,2
1,cross_class,01,01::003730435880,1
1,cross_class,01,01::003730665880,1
1,cross_class,01,01::003730775880,3
1,cross_class,01,01::003735585894,2
1,cross_class,01,01::003735695894,2
1,cross_class,01,01::003736075894,2
1,cross_class,01,01::003737175897,3
1,cross_class,01,01::003737215897,2
1,cross_class,01,01::003738595907,1
1,cross_class,01,01::003739385908,1
1,cross_class,01,01::003741075914,2
1,cross_class,01,01::003745565931,1
1,cross_class,01,01::003747785940,1
1,cross_class,01,01::003751715959,1
1,cross_class,01,01::003755835976,2
1,cross_class,01,01::003756185976,2
1,cross_class,01,01::003762595989,1
1,cross_class,01,01::003764575997,2
1,cross_class,01,01::003766355999,1
1,cross_class,01,01::003767946001,2
1,cross_class,01,01::003768016001,1
1,cross_class,01,01::003770806009,1
1,cross_class,01,01::003776586025,1
1,cross_class,01,01::003778806033,1
1,cross_class,01,01::003778826033,1
1,cross_class,01,01::003778926033,1
1,cross_class,01,01::003779036033,1
1,cross_class,01,01::003779086033,2
1,cross_class,01,01::003780546038,1
1,cross_class,01,01::003780656038,1
1,cross_class,01,01::003780766038,4
1,cross_class,01,01::003780796038,2
1,cross_class,01,01::003780826038,1
1,cross_class,01,01::003780946038,3
1,cross_class,01,01::003780956038,1
1,cross_class,01,01::003789466070,1
1,cross_class,01,01::003790926075,2
1,cross_class,01,01::003791286075,1
1,cross_class,01,01::003791366075,2
1,cross_class,01,01::003791846075,6
1,cross_class,01,01::003791866075,2
1,cross_class,01,01::003791896075,4
1,cross_class,01,01::003793056077,1
1,cross_class,01,01::003796626085,9
1,cross_class,01,01::003796636085,1
1,cross_class,01,01::003796836085,3
1,cross_class,01,01::003796926085,1
1,cross_class,01,01::003800436101,2
1,cross_class,01,01::003800796101,1
1,cross_class,01,01::003801276101,2
1,cross_class,01,01::003802496103,1
1,cross_class,01,01::003803606104,1
1,cross_class,01,01::003805156105,2
1,cross_class,01,01::003805806105,1
1,cross_class,01,01::003809766114,2
1,cross_class,01,01::003812836120,1
1,cross_class,01,01::003813286120,1
1,cross_class,01,01::003814076124,4
1,cross_class,01,01::003814506124,2
1,cross_class,01,01::003814566124,2
1,cross_class,01,01::003814736124,5
1,cross_class,01,01::003814766124,1
1,cross_class,01,01::003814966124,1
1,cross_class,01,01::003815176124,2
1,cross_class,01,01::003815196124,2
1,cross_class,01,01::003815366124,3
1,cross_class,01,01::003815446124,1
1,cross_class,01,01::003816976126,1
1,cross_class,01,01::003817206126,1
1,cross_class,01,01::003817226126,1
1,cross_class,01,01::003819426127,11
1,cross_class,01,01::003819526127,4
1,cross_class,01,01::003819806127,3
1,cross_class,01,01::003819946127,3
1,cross_class,01,01::003820006127,4
1,cross_class,01,01::003821486134,1
1,cross_class,01,01::003825916156,2
1,cross_class,01,01::003832756168,2
1,cross_class,01,01::003833216168,3
1,cross_class,01,01::003833436168,1
1,cross_class,01,01::003837156178,1
1,cross_class,01,01::003837186178,1
1,cross_class,01,01::003837436178,1
1,cross_class,01,01::003838236180,10
1,cross_class,01,01::003838376180,1
1,cross_class,01,01::003838456180,1
1,cross_class,01,01::003839366184,1
1,cross_class,01,01::003839536184,2
1,cross_class,01,01::003839736184,1
1,cross_class,01,01::003841016187,2
1,cross_class,01,01::003843416191,1
1,cross_class,01,01::003843426191,2
1,cross_class,01,01::003843576191,2
1,cross_class,01,01::003849026201,1
1,cross_class,01,01::003849106201,2
1,cross_class,01,01::003849116201,3
1,cross_class,01,01::003850236208,1
1,cross_class,01,01::003850276208,1
1,cross_class,01,01::003854766222,1
1,cross_class,01,01::003856636226,2
1,cross_class,01,01::003856736226,6
1,cross_class,01,01::003861276228,1
1,cross_class,01,01::003871446248,2
1,cross_class,01,01::003871646248,3
1,cross_class,01,01::003873876251,1
1,cross_class,01,01::003876556270,5
1,cross_class,01,01::003878836276,3
1,cross_class,01,01::003879096276,1
1,cross_class,01,01::003881596285,2
1,cross_class,01,01::003883296287,4
1,cross_class,01,01::003883486287,1
1,cross_class,01,01::003886316294,1
1,cross_class,01,01::003888036299,1
1,cross_class,01,01::003892026306,3
1,cross_class,01,01::003892086306,1
1,cross_class,01,01::003892276306,5
1,cross_class,01,01::003904366330,2
1,cross_class,01,01::003906766336,1
1,cross_class,01,01::003909906343,1
1,cross_class,01,01::003910036343,1
1,cross_class,01,01::003910286343,1
1,cross_class,01,01::003910786343,1
1,cross_class,01,01::003910856343,1
1,cross_class,01,01::003915936353,2
1,cross_class,01,01::003919216359,1
1,cross_class,01,01::003920856366,1
1,cross_class,01,01::003921476366,1
1,cross_class,01,01::003931736398,3
1,cross_class,01,01::003933216402,1
1,cross_class,01,01::003933296402,1
1,cross_class,01,01::003933316402,5
1,cross_class,01,01::003933876405,1
1,cross_class,01,01::003935246408,2
1,cross_class,01,01::003937276412,2
1,cross_class,01,01::003940036416,2
1,cross_class,01,01::003940096416,6
1,cross_class,01,01::003940106416,2
1,cross_class,01,01::003940186416,1
1,cross_class,01,01::003940426416,1
1,cross_class,01,01::003940486416,6
1,cross_class,01,01::003940506416,1
1,cross_class,01,01::003942036420,1
1,cross_class,01,01::003943426429,1
1,cross_class,01,01::003943546429,2
1,cross_class,01,01::003944016429,3
1,cross_class,01,01::003944096429,1
1,cross_class,01,01::003944136429,3
1,cross_class,01,01::003946496435,1
1,cross_class,01,01::003946596435,2
1,cross_class,01,01::003948526438,3
1,cross_class,01,01::003949476445,2
1,cross_class,01,01::003955496462,1
1,cross_class,01,01::003956506464,1
1,cross_class,01,01::003961116475,3
1,cross_class,01,01::003961176475,1
1,cross_class,01,01::003961386475,1
1,cross_class,01,01::003961496475,1
1,cross_class,01,01::003961566475,1
1,cross_class,01,01::003961836475,1
1,cross_class,01,01::003962256475,2
1,cross_class,01,01::003967956494,1
1,cross_class,01,01::004079026695,1
1,cross_class,01,01::004085766713,1
1,cross_class,01,01::004085956713,1
1,cross_class,01,01::004089466717,1
1,cross_class,01,01::004089516717,1
1,cross_class,01,01::004093156722,1
1,cross_class,01,01::004093286723,2
1,cross_class,01,01::004093496722,3
1,cross_class,01,01::004093816722,2
1,cross_class,01,01::004094416724,3
1,cross_class,01,01::004094576724,2
1,cross_class,01,01::004094656724,1
1,cross_class,01,01::004095076724,2
1,cross_class,01,01::004095326724,2
1,cross_class,01,01::004095546724,1
1,cross_class,01,01::004095936724,4
1,cross_class,01,01::004095976724,2
1,cross_class,01,01::004096046724,5
1,cross_class,01,01::004096226724,1
1,cross_class,01,01::004096496724,1
1,cross_class,01,01::004096986724,1
1,cross_class,01,01::004099316725,2
1,cross_class,01,01::004099516726,3
1,cross_class,01,01::004099606726,1
1,cross_class,01,01::004099886725,1
1,cross_class,01,01::004099956725,2
1,cross_class,01,01::004100146726,1
1,cross_class,01,01::004100166725,3
1,cross_class,01,01::004100576725,1
1,cross_class,01,01::004100616726,1
1,cross_class,01,01::004100816726,1
1,cross_class,01,01::004100946725,1
1,cross_class,01,01::004100966726,1
1,cross_class,01,01::004101286725,1
1,cross_class,01,01::004105656731,1
1,cross_class,01,01::004105786731,2
1,cross_class,01,01::004113766745,1
1,cross_class,01,01::004116246748,1
1,cross_class,01,01::004116876748,1
1,cross_class,01,01::004117016748,2
1,cross_class,01,01::004120696751,3
1,cross_class,01,01::004120816751,1
1,cross_class,01,01::004121126751,2
1,cross_class,01,01::004125886756,1
1,cross_class,01,01::004125986756,2
1,cross_class,01,01::004126146756,1
1,cross_class,01,01::004126176756,14
1,cross_class,01,01::004126226756,2
1,cross_class,01,01::004126286756,2
1,cross_class,01,01::004126356756,1
1,cross_class,01,01::004126366756,2
1,cross_class,01,01::004126526756,3
1,cross_class,01,01::004126676756,6
1,cross_class,01,01::004126906756,3
1,cross_class,01,01::004126996756,1
1,cross_class,01,01::004127086756,4
1,cross_class,01,01::004127126756,3
1,cross_class,01,01::004127206756,3
1,cross_class,01,01::004127306756,3
1,cross_class,01,01::004131856766,4
1,cross_class,01,01::004133516771,2
1,cross_class,01,01::004133526771,2
1,cross_class,01,01::004133546771,5
1,cross_class,01,01::004133636772,7
1,cross_class,01,01::004133796771,5
1,cross_class,01,01::004134116771,3
1,cross_class,01,01::004135906775,1
1,cross_class,01,01::004136156774,1
1,cross_class,01,01::004138396778,1
1,cross_class,01,01::004147446796,1
1,cross_class,01,01::004154876805,3
1,cross_class,01,01::004156436808,1
1,cross_class,01,01::004156606808,1
1,cross_class,01,01::004160486811,1
1,cross_class,01,01::004172676828,6
1,cross_class,01,01::004175556832,1
1,cross_class,01,01::004176536832,2
1,cross_class,01,01::004176556832,2
1,cross_class,01,01::004176586832,1
1,cross_class,01,01::004176926832,3
1,cross_class,01,01::004183706840,5
1,cross_class,01,01::004185946842,1
1,cross_class,01,01::004185956842,3
1,cross_class,01,01::004185996842,1
1,cross_class,01,01::004186266842,6
1,cross_class,01,01::004192626854,2
1,cross_class,01,01::004192716854,3
1,cross_class,01,01::004192726854,7
1,cross_class,01,01::004192996854,1
1,cross_class,01,01::004195816859,2
1,cross_class,01,01::004196096859,1
1,cross_class,01,01::004200506866,2
1,cross_class,01,01::004205456877,1
1,cross_class,01,01::004210626888,1
1,cross_class,01,01::004210986888,4
1,cross_class,01,01::004211116888,3
1,cross_class,01,01::004211256888,1
1,cross_class,01,01::004211546888,1
1,cross_class,01,01::004211586888,3
1,cross_class,01,01::004221616904,1
1,cross_class,01,01::004222456906,1
1,cross_class,01,01::004227736913,1
1,cross_class,01,01::004228196913,2
1,cross_class,01,01::004230666916,2
1,cross_class,01,01::004230936916,3
1,cross_class,01,01::004232006918,2
1,cross_class,01,01::004236286931,2
1,cross_class,01,01::004244526944,2
1,cross_class,01,01::004245076944,1
1,cross_class,01,01::004245126944,3
1,cross_class,01,01::004247406949,1
1,cross_class,01,01::004260016960,3
1,cross_class,01,01::004260076960,2
1,cross_class,01,01::004260246960,2
1,cross_class,01,01::004260296960,2
1,cross_class,01,01::004260516960,4
1,cross_class,01,01::004260786960,1
1,cross_class,01,01::004262636961,1
1,cross_class,01,01::004262866964,2
1,cross_class,01,01::004264436965,1
1,cross_class,01,01::004264646967,1
1,cross_class,01,01::004265136967,1
1,cross_class,01,01::004273456975,1
1,cross_class,01,01::004286447003,1
1,cross_class,01,01::004286557003,2
1,cross_class,01,01::004287067003,1
1,cross_class,01,01::004287117004,2
1,cross_class,01,01::004287667004,2
1,cross_class,01,01::004295687022,3
1,cross_class,01,01::004296087022,2
1,cross_class,01,01::004296127022,3
1,cross_class,01,01::004296147022,1
1,cross_class,01,01::004296227022,7
1,cross_class,01,01::004300037030,1
1,cross_class,01,01::004300047030,1
1,cross_class,01,01::004300207030,1
1,cross_class,01,01::004300227030,1
1,cross_class,01,01::004311967037,1
1,cross_class,01,01::004312017037,1
1,cross_class,01,01::004313727038,1
1,cross_class,01,01::004328447042,2
1,cross_class,01,01::004330027042,1
1,cross_class,01,01::004334227049,2
1,cross_class,01,01::004334317049,2
1,cross_class,01,01::004334427049,2
1,cross_class,01,01::004334687049,2
1,cross_class,01,01::004334837049,2
1,cross_class,01,01::004342697065,1
1,cross_class,01,01::004342787065,1
1,cross_class,01,01::004342807065,1
1,cross_class,01,01::004343007065,2
1,cross_class,01,01::004347307076,2
1,cross_class,01,01::004347557076,2
1,cross_class,01,01::004347567078,3
1,cross_class,01,01::004347867078,1
1,cross_class,01,01::004348697078,2
1,cross_class,01,01::004349027078,1
1,cross_class,01,01::004355167091,2
1,cross_class,01,01::004358907102,3
1,cross_class,01,01::004359087102,5
1,cross_class,01,01::004359207102,1
1,cross_class,01,01::004361107106,1
1,cross_class,01,01::004373387108,2
1,cross_class,01,01::004373477108,1
1,cross_class,01,01::004373607108,3
1,cross_class,01,01::004376997110,2
1,cross_class,01,01::004379817113,1
1,cross_class,01,01::004379847113,1
1,cross_class,01,01::004380057113,1
1,cross_class,01,01::004380187113,3
1,cross_class,01,01::004414157149,1
1,cross_class,01,01::004414277149,2
1,cross_class,01,01::004418577160,1
